date,store,department,date,weekly_sales,temperature_c,fuel_price_usd_per_l,unemployment,type_A,type_B,is_holiday_False,is_holiday_True,year,month,week,max,min,mean,median,std
2010-02-05,6,18,2010-02-05,5256.3,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,70930.36,-10.5,10841.928333333335,2807.5950000000003,20217.9059094344
2010-02-05,6,27,2010-02-05,3115.0,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,3808.46,1178.36,1855.3333333333333,1451.415,851.6917316978158
2010-02-05,6,19,2010-02-05,3707.61,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,5367.23,50.9,2334.625,2589.4300000000003,1467.9152721183134
2010-02-05,4,45,2010-02-05,7.5,6.533333333333332,0.6863193154770554,8.623,1,0,1,0,2010,2,5,31.41,1.0,9.720833333333333,8.985,8.767985627822219
2010-02-05,6,21,2010-02-05,11793.23,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,14643.49,8124.62,11574.5075,11923.154999999999,2105.839921707444
2010-02-05,6,22,2010-02-05,23716.37,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,23716.37,17283.41,19588.3525,18668.885000000002,2105.442408552071
2010-02-05,6,23,2010-02-05,29660.17,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,44775.83,18961.86,30763.107500000002,30833.305,6817.869840044184
2010-02-05,6,24,2010-02-05,8532.4,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,10138.15,3469.82,7041.95,7572.549999999999,2064.687212718584
2010-02-05,4,44,2010-02-05,5972.36,6.533333333333332,0.6863193154770554,8.623,1,0,1,0,2010,2,5,6436.41,4116.62,5261.5975,5255.245,680.6958895414576
2010-02-05,6,25,2010-02-05,14733.0,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,25226.0,8057.84,15801.095833333333,14130.0,5462.194690524143
2010-02-05,6,20,2010-02-05,9803.81,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,14727.21,6584.91,9611.31,9694.42,2442.2884579277834
2010-02-05,4,18,2010-02-05,10503.75,6.533333333333332,0.6863193154770554,8.623,1,0,1,0,2010,2,5,77080.53,0.4,13230.488333333333,3120.5350000000003,22400.317892037252
2010-02-05,13,37,2010-02-05,4268.61,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,4388.48,3216.59,4012.254166666667,4015.205,308.15227385346435
2010-02-05,13,38,2010-02-05,76828.94,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,93743.02,65923.49,82783.70666666667,85018.61,7973.66642256227
2010-02-05,13,40,2010-02-05,85645.25,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,85645.25,73623.78,78923.66666666667,77757.63,4064.750960727277
2010-02-05,2,91,2010-02-05,88433.59,4.549999999999999,0.6794508388787476,8.324,1,0,1,0,2010,2,5,88433.59,69061.8,81594.45416666666,82450.305,5249.449969437414
2010-02-05,13,41,2010-02-05,732.9,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,8414.0,477.0,2681.5075,1266.0,2549.418374107835
2010-02-05,6,14,2010-02-05,28269.16,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,35998.94,20745.47,25917.0125,25380.35,3963.8114327640974
2010-02-05,13,42,2010-02-05,7636.46,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,9099.04,6396.21,7988.115000000001,8210.395,948.6249441116911
2010-02-05,6,13,2010-02-05,39860.7,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,46073.32,36748.8,41050.51833333333,40984.61,3040.845159098891
2010-02-05,6,26,2010-02-05,10668.54,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,13626.7,4251.91,9749.227499999999,10056.82,2579.200980078644
2010-02-05,4,82,2010-02-05,21984.06,6.533333333333332,0.6863193154770554,8.623,1,0,1,0,2010,2,5,30911.78,19400.53,22762.8075,22005.72,2967.0175386592123
2010-02-05,6,44,2010-02-05,8361.32,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,9546.03,4594.6,7540.663333333334,7784.105,1227.4485399643465
2010-02-05,6,10,2010-02-05,43843.57,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,61627.98,37832.72,48220.3725,47864.715,7229.744582449423
2010-02-05,6,11,2010-02-05,21103.95,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,31792.36,17293.09,23577.185,23649.715,5201.864141526574
2010-02-05,6,29,2010-02-05,9397.08,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,9397.08,5372.56,6852.570833333334,6709.280000000001,1164.9795065264086
2010-02-05,6,30,2010-02-05,5952.4,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,6214.74,3878.24,5210.980833333334,5227.4400000000005,778.052865724996
2010-02-05,4,41,2010-02-05,401.94,6.533333333333332,0.6863193154770554,8.623,1,0,1,0,2010,2,5,3163.0,97.0,767.3141666666667,401.47,859.731400871631
2010-02-05,6,31,2010-02-05,2662.0,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,4979.56,1987.21,2910.504166666667,2660.0,836.7811953112447
2010-02-05,6,32,2010-02-05,13871.9,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,15388.82,7186.65,10945.19,10898.455,2184.209188853652
2010-02-05,6,33,2010-02-05,9161.01,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,10715.14,3694.14,7391.938333333333,7686.3150000000005,2356.7597252191727
2010-02-05,6,34,2010-02-05,19745.03,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,27599.07,13001.0,19125.6125,18692.265,4362.099013955062
2010-02-05,6,28,2010-02-05,1190.89,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,1190.89,255.22,687.4225,678.99,292.7200026126425
2010-02-05,4,40,2010-02-05,87370.88,6.533333333333332,0.6863193154770554,8.623,1,0,1,0,2010,2,5,87370.88,71548.7,78889.52333333333,77673.55,5301.262612102782
2010-02-05,6,36,2010-02-05,108.0,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,13825.0,108.0,3584.375,2144.0,3919.5789843773696
2010-02-05,6,37,2010-02-05,5165.01,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,5165.01,3306.84,4208.741666666667,4202.515,579.8890170279973
2010-02-05,4,38,2010-02-05,88153.66,6.533333333333332,0.6863193154770554,8.623,1,0,1,0,2010,2,5,104781.09,66029.92,82744.8125,81129.195,10025.3012854016
2010-02-05,6,40,2010-02-05,73635.52,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,76378.94,59908.69,68204.17333333334,67978.29500000001,5013.438249239073
2010-02-05,6,41,2010-02-05,1630.74,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,7864.5,947.0,2751.505833333333,1668.87,2223.3095477461616
2010-02-05,6,42,2010-02-05,8163.79,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,10768.67,7950.62,9344.130833333333,9316.85,877.0717492621615
2010-02-05,6,35,2010-02-05,4091.0,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,4704.0,1952.11,3606.0925,3816.0,885.9491586800618
2010-02-05,4,48,2010-02-05,1872.0,6.533333333333332,0.6863193154770554,8.623,1,0,1,0,2010,2,5,3026.0,411.0,1389.0833333333333,1330.0,787.9962457609385
2010-02-05,4,42,2010-02-05,9960.26,6.533333333333332,0.6863193154770554,8.623,1,0,1,0,2010,2,5,10196.89,8586.24,9307.339166666667,9225.060000000001,561.0066784638667
2010-02-05,6,12,2010-02-05,7150.11,4.683333333333334,0.6794508388787476,7.258999999999999,1,0,1,0,2010,2,5,9575.68,5458.89,7407.766666666666,7383.0599999999995,1193.8139119898906
2010-02-05,13,36,2010-02-05,1247.5,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,5629.5,887.6,2207.508333333333,1650.0,1430.8676645869828
2010-02-05,13,44,2010-02-05,11263.12,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,14341.15,8560.71,10418.480833333333,10093.400000000001,1673.0340331997722
2010-02-05,13,45,2010-02-05,35.32,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,39.7,5.47,20.538333333333334,19.14,10.68334288280195
2010-02-05,13,52,2010-02-05,6169.63,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,6169.63,3158.42,4605.8425,4739.985,966.8561538129181
2010-02-05,13,54,2010-02-05,35.0,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,397.0,35.0,190.39,160.95999999999998,116.92369430919076
2010-02-05,13,87,2010-02-05,13482.46,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,16350.67,11246.5,13522.316666666666,13389.595,1639.966744049366
2010-02-05,2,78,2010-02-05,12.0,4.549999999999999,0.6794508388787476,8.324,1,0,1,0,2010,2,5,12.0,6.0,10.333333333333334,11.0,2.3380903889000235
2010-02-05,13,91,2010-02-05,89955.29,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,89955.29,67075.09,78979.45583333333,78627.17,6860.2553527023365
2010-02-05,13,93,2010-02-05,43732.99,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,48257.71,36737.42,45262.10333333333,46323.84,3307.9666964667795
2010-02-05,2,74,2010-02-05,22923.63,4.549999999999999,0.6794508388787476,8.324,1,0,1,0,2010,2,5,24484.11,15929.87,19275.126666666667,18377.305,3127.180685858439
2010-02-05,13,85,2010-02-05,5020.32,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,5973.28,3669.18,4958.774166666667,5014.24,672.6753149174142
2010-02-05,13,94,2010-02-05,70677.59,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,82383.81,52631.53,69615.98583333332,71118.09,10706.326974956493
2010-02-05,13,96,2010-02-05,7508.13,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,12897.59,5891.75,8975.970833333333,9373.715,1995.9521814934174
2010-02-05,13,97,2010-02-05,24823.33,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,30656.89,21708.25,26235.813333333335,25512.410000000003,2695.036071785356
2010-02-05,13,98,2010-02-05,15204.21,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,17797.97,11289.01,14416.105833333335,14208.605,1559.7713701836878
2010-02-05,14,1,2010-02-05,32842.31,-2.605555555555556,0.7354553403726412,8.992,1,0,1,0,2010,2,5,148029.47,13527.45,35834.32833333333,22799.82,36828.215884841695
2010-02-05,14,2,2010-02-05,87917.02,-2.605555555555556,0.7354553403726412,8.992,1,0,1,0,2010,2,5,90882.47,70335.01,83258.63833333334,84556.82500000001,7048.849963465784
2010-02-05,2,71,2010-02-05,7956.5,4.549999999999999,0.6794508388787476,8.324,1,0,1,0,2010,2,5,7956.5,3088.88,4334.7908333333335,3990.045,1377.8596260436186
2010-02-05,2,85,2010-02-05,4311.13,4.549999999999999,0.6794508388787476,8.324,1,0,1,0,2010,2,5,5498.49,3704.85,4258.985833333333,4251.0,517.8841400871316
2010-02-05,2,79,2010-02-05,48139.99,4.549999999999999,0.6794508388787476,8.324,1,0,1,0,2010,2,5,48139.99,31881.2,39258.595,38454.42,4142.189420857482
2010-02-05,13,82,2010-02-05,23472.62,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,41643.8,23472.62,28240.271666666667,27789.54,4789.935219525575
2010-02-05,13,55,2010-02-05,23069.69,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,34656.87,12036.59,19259.215,18039.59,6033.322090760913
2010-02-05,13,20,2010-02-05,12450.8,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,12450.8,6155.97,9605.37,9966.325,2101.715069846096
2010-02-05,13,27,2010-02-05,3309.0,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,4041.3,1691.95,2519.9741666666664,2525.9,706.5352691377877
2010-02-05,2,93,2010-02-05,66106.91,4.549999999999999,0.6794508388787476,8.324,1,0,1,0,2010,2,5,72257.72,57110.65,66311.135,67166.19,4707.949361860794
2010-02-05,13,32,2010-02-05,9837.84,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,10701.89,7720.24,9260.51,9252.51,972.5491651699294
2010-02-05,13,46,2010-02-05,37571.1,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,46523.81,35781.15,39811.04083333333,40349.625,3065.675637255656
2010-02-05,13,47,2010-02-05,70.0,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,625.0,-98.0,139.394,70.0,280.52217591484634
2010-02-05,13,48,2010-02-05,925.0,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,2089.0,520.0,1076.8325,915.0,530.4028849010567
2010-02-05,2,87,2010-02-05,36792.81,4.549999999999999,0.6794508388787476,8.324,1,0,1,0,2010,2,5,36792.81,21699.72,28520.578333333335,27277.14,4892.974928505028
2010-02-05,13,49,2010-02-05,9688.61,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,13805.75,5893.1,8798.1675,8339.35,1916.642250941261
2010-02-05,13,50,2010-02-05,2945.0,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,2945.0,1461.0,2049.4166666666665,2005.0,497.87009228098725
2010-02-05,13,51,2010-02-05,31.58,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,40.92,-21.84,11.488333333333335,9.86,17.073442339883698
2010-02-05,13,35,2010-02-05,3521.0,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,4201.0,2705.5,3599.6758333333332,3654.52,455.5739292855738
2010-02-05,13,33,2010-02-05,9995.88,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,16625.73,6855.28,10728.438333333334,10129.83,2635.1678352235876
2010-02-05,13,21,2010-02-05,8295.62,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,12401.05,8048.21,9710.2675,9508.384999999998,1285.0406286971129
2010-02-05,27,67,2010-02-05,14392.58,-2.6722222222222216,0.7803646104384993,8.237,1,0,1,0,2010,2,5,25002.37,6262.66,11957.667500000001,10886.54,4920.2213014293
2010-02-05,13,22,2010-02-05,20608.32,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,20608.32,13804.6,16626.784166666668,16209.830000000002,2333.7609214954396
2010-02-05,13,23,2010-02-05,25027.07,-0.2611111111111104,0.7042830235033987,8.316,1,0,1,0,2010,2,5,39901.79,20260.54,28396.946666666667,26920.725,5471.17674279464
